"Grants of entry clearance visas, by course level, 2018 to 2025 Q1 - dataset [Notes 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12] ",,,,,,
Link to notes,,,,,,
Year,Quarter,Nationality,Region,Visa type subgroup,Course level,Grants
2021,2021 Q1,Rwanda,Africa Sub-Saharan,Student,Bachelors,2
2021,2021 Q1,Rwanda,Africa Sub-Saharan,Student,Below Bachelors,3
2021,2021 Q1,Rwanda,Africa Sub-Saharan,Student,Doctoral,1
2021,2021 Q1,Rwanda,Africa Sub-Saharan,Student,Masters,4
2021,2021 Q1,San Marino,Europe Other,Student,Masters,1
2021,2021 Q1,Saudi Arabia,Middle East,Student,Bachelors,33
2021,2021 Q1,Saudi Arabia,Middle East,Student,Below Bachelors,71
2021,2021 Q1,Saudi Arabia,Middle East,Student,Doctoral,172
2021,2021 Q1,Saudi Arabia,Middle East,Student,Masters,103
2021,2021 Q1,Saudi Arabia,Middle East,Student,Pre-sessional English,40
2021,2021 Q1,Saudi Arabia,Middle East,Tier 4 - General Student,Bachelors,4
2021,2021 Q1,Saudi Arabia,Middle East,Tier 4 - General Student,Doctoral,2
2021,2021 Q1,Saudi Arabia,Middle East,Tier 4 - General Student,Masters,7
2021,2021 Q1,Senegal,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q1,Senegal,Africa Sub-Saharan,Student,Masters,3
2021,2021 Q1,Serbia,Europe Other,Student,Doctoral,1
2021,2021 Q1,Serbia,Europe Other,Student,Masters,1
2021,2021 Q1,Seychelles,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q1,Seychelles,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q1,Sierra Leone,Africa Sub-Saharan,Student,Bachelors,2
2021,2021 Q1,Sierra Leone,Africa Sub-Saharan,Student,Doctoral,1
2021,2021 Q1,Sierra Leone,Africa Sub-Saharan,Student,Masters,5
2021,2021 Q1,Singapore,Asia South East,Student,Bachelors,14
2021,2021 Q1,Singapore,Asia South East,Student,Below Bachelors,5
2021,2021 Q1,Singapore,Asia South East,Student,Doctoral,2
2021,2021 Q1,Singapore,Asia South East,Student,Masters,13
2021,2021 Q1,Singapore,Asia South East,Tier 4 - General Student,Bachelors,14
2021,2021 Q1,Singapore,Asia South East,Tier 4 - General Student,Below Bachelors,1
2021,2021 Q1,Singapore,Asia South East,Tier 4 - General Student,Masters,9
2021,2021 Q1,Slovakia,EU 8,Student,Bachelors,2
2021,2021 Q1,Slovakia,EU 8,Student,Doctoral,1
2021,2021 Q1,Slovakia,EU 8,Student,Masters,2
2021,2021 Q1,Somalia,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q1,Somalia,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q1,Somalia,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2021,2021 Q1,South Africa,Africa Sub-Saharan,Student,Bachelors,10
2021,2021 Q1,South Africa,Africa Sub-Saharan,Student,Below Bachelors,1
2021,2021 Q1,South Africa,Africa Sub-Saharan,Student,Doctoral,5
2021,2021 Q1,South Africa,Africa Sub-Saharan,Student,Masters,25
2021,2021 Q1,South Africa,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2021,2021 Q1,South Africa,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2021,2021 Q1,South Korea,Asia East,Student,Bachelors,36
2021,2021 Q1,South Korea,Asia East,Student,Below Bachelors,11
2021,2021 Q1,South Korea,Asia East,Student,Doctoral,9
2021,2021 Q1,South Korea,Asia East,Student,Masters,48
2021,2021 Q1,South Korea,Asia East,Student,Pre-sessional English,2
2021,2021 Q1,South Korea,Asia East,Tier 4 - General Student,Bachelors,26
2021,2021 Q1,South Korea,Asia East,Tier 4 - General Student,Doctoral,2
2021,2021 Q1,South Korea,Asia East,Tier 4 - General Student,Masters,16
2021,2021 Q1,South Sudan,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q1,South Sudan,Africa Sub-Saharan,Student,Masters,2
2021,2021 Q1,Spain,EU 14,Student,Bachelors,1
2021,2021 Q1,Spain,EU 14,Student,Below Bachelors,1
2021,2021 Q1,Spain,EU 14,Student,Doctoral,4
2021,2021 Q1,Spain,EU 14,Student,Masters,14
2021,2021 Q1,Sri Lanka,Asia South,Student,Bachelors,33
2021,2021 Q1,Sri Lanka,Asia South,Student,Below Bachelors,10
2021,2021 Q1,Sri Lanka,Asia South,Student,Doctoral,15
2021,2021 Q1,Sri Lanka,Asia South,Student,Masters,246
2021,2021 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Bachelors,4
2021,2021 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Doctoral,1
2021,2021 Q1,Sri Lanka,Asia South,Tier 4 - General Student,Masters,3
2021,2021 Q1,St Kitts and Nevis,America Central and South,Student,Bachelors,3
2021,2021 Q1,St Kitts and Nevis,America Central and South,Student,Below Bachelors,1
2021,2021 Q1,St Lucia,America Central and South,Student,Masters,1
2021,2021 Q1,St Vincent and the Grenadines,America Central and South,Student,Masters,1
2021,2021 Q1,Sudan,Africa North,Student,Bachelors,3
2021,2021 Q1,Sudan,Africa North,Student,Below Bachelors,6
2021,2021 Q1,Sudan,Africa North,Student,Doctoral,2
2021,2021 Q1,Sudan,Africa North,Student,Masters,19
2021,2021 Q1,Sweden,EU 14,Student,Below Bachelors,2
2021,2021 Q1,Sweden,EU 14,Student,Doctoral,2
2021,2021 Q1,Switzerland,Europe Other,Student,Bachelors,5
2021,2021 Q1,Switzerland,Europe Other,Student,Below Bachelors,1
2021,2021 Q1,Switzerland,Europe Other,Student,Masters,5
2021,2021 Q1,Syria,Middle East,Student,Bachelors,2
2021,2021 Q1,Syria,Middle East,Student,Below Bachelors,3
2021,2021 Q1,Syria,Middle East,Student,Doctoral,1
2021,2021 Q1,Syria,Middle East,Student,Masters,9
2021,2021 Q1,Taiwan,Asia East,Student,Below Bachelors,1
2021,2021 Q1,Taiwan,Asia East,Student,Doctoral,9
2021,2021 Q1,Taiwan,Asia East,Student,Masters,37
2021,2021 Q1,Taiwan,Asia East,Student,Pre-sessional English,3
2021,2021 Q1,Taiwan,Asia East,Tier 4 - General Student,Bachelors,6
2021,2021 Q1,Taiwan,Asia East,Tier 4 - General Student,Below Bachelors,1
2021,2021 Q1,Taiwan,Asia East,Tier 4 - General Student,Masters,19
2021,2021 Q1,Tanzania,Africa Sub-Saharan,Student,Bachelors,6
2021,2021 Q1,Tanzania,Africa Sub-Saharan,Student,Below Bachelors,2
2021,2021 Q1,Tanzania,Africa Sub-Saharan,Student,Doctoral,8
2021,2021 Q1,Tanzania,Africa Sub-Saharan,Student,Masters,22
2021,2021 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2021,2021 Q1,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,1
2021,2021 Q1,Thailand,Asia South East,Student,Bachelors,19
2021,2021 Q1,Thailand,Asia South East,Student,Below Bachelors,25
2021,2021 Q1,Thailand,Asia South East,Student,Doctoral,23
2021,2021 Q1,Thailand,Asia South East,Student,Masters,74
2021,2021 Q1,Thailand,Asia South East,Student,Pre-sessional English,3
2021,2021 Q1,Thailand,Asia South East,Tier 4 - General Student,Bachelors,3
2021,2021 Q1,Thailand,Asia South East,Tier 4 - General Student,Masters,2
2021,2021 Q1,Togo,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q1,Togo,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q1,Trinidad and Tobago,America Central and South,Student,Bachelors,4
2021,2021 Q1,Trinidad and Tobago,America Central and South,Student,Masters,8
2021,2021 Q1,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Masters,1
2021,2021 Q1,Tunisia,Africa North,Student,Below Bachelors,1
2021,2021 Q1,Tunisia,Africa North,Student,Doctoral,1
2021,2021 Q1,Tunisia,Africa North,Student,Masters,2
2021,2021 Q1,Tunisia,Africa North,Student,Pre-sessional English,1
2021,2021 Q1,Turkey,Europe Other,Student,Bachelors,26
2021,2021 Q1,Turkey,Europe Other,Student,Below Bachelors,12
2021,2021 Q1,Turkey,Europe Other,Student,Doctoral,42
2021,2021 Q1,Turkey,Europe Other,Student,Masters,46
2021,2021 Q1,Turkey,Europe Other,Student,Pre-sessional English,4
2021,2021 Q1,Turkey,Europe Other,Tier 4 - General Student,Bachelors,4
2021,2021 Q1,Turkey,Europe Other,Tier 4 - General Student,Below Bachelors,1
2021,2021 Q1,Turkey,Europe Other,Tier 4 - General Student,Masters,1
2021,2021 Q1,Turkmenistan,Asia Central,Student,Bachelors,1
2021,2021 Q1,Tuvalu,Oceania,Student,Doctoral,1
2021,2021 Q1,Uganda,Africa Sub-Saharan,Student,Bachelors,9
2021,2021 Q1,Uganda,Africa Sub-Saharan,Student,Below Bachelors,7
2021,2021 Q1,Uganda,Africa Sub-Saharan,Student,Doctoral,9
2021,2021 Q1,Uganda,Africa Sub-Saharan,Student,Masters,23
2021,2021 Q1,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2021,2021 Q1,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2021,2021 Q1,Ukraine,Europe Other,Student,Bachelors,6
2021,2021 Q1,Ukraine,Europe Other,Student,Below Bachelors,4
2021,2021 Q1,Ukraine,Europe Other,Student,Doctoral,2
2021,2021 Q1,Ukraine,Europe Other,Student,Masters,8
2021,2021 Q1,United Arab Emirates,Middle East,Student,Bachelors,10
2021,2021 Q1,United Arab Emirates,Middle East,Student,Below Bachelors,15
2021,2021 Q1,United Arab Emirates,Middle East,Student,Doctoral,1
2021,2021 Q1,United Arab Emirates,Middle East,Student,Masters,7
2021,2021 Q1,United Arab Emirates,Middle East,Tier 4 - General Student,Bachelors,1
2021,2021 Q1,United Arab Emirates,Middle East,Tier 4 - General Student,Masters,1
2021,2021 Q1,United States,America North,Student,Bachelors,68
2021,2021 Q1,United States,America North,Student,Below Bachelors,20
2021,2021 Q1,United States,America North,Student,Doctoral,31
2021,2021 Q1,United States,America North,Student,Masters,181
2021,2021 Q1,United States,America North,Tier 4 - General Student,Bachelors,1
2021,2021 Q1,United States,America North,Tier 4 - General Student,Masters,11
2021,2021 Q1,Uzbekistan,Asia Central,Student,Bachelors,31
2021,2021 Q1,Uzbekistan,Asia Central,Student,Below Bachelors,4
2021,2021 Q1,Uzbekistan,Asia Central,Student,Masters,22
2021,2021 Q1,Uzbekistan,Asia Central,Tier 4 - General Student,Masters,1
2021,2021 Q1,Venezuela,America Central and South,Student,Below Bachelors,2
2021,2021 Q1,Venezuela,America Central and South,Student,Doctoral,1
2021,2021 Q1,Venezuela,America Central and South,Student,Masters,5
2021,2021 Q1,Vietnam,Asia South East,Student,Bachelors,29
2021,2021 Q1,Vietnam,Asia South East,Student,Below Bachelors,16
2021,2021 Q1,Vietnam,Asia South East,Student,Doctoral,6
2021,2021 Q1,Vietnam,Asia South East,Student,Masters,61
2021,2021 Q1,Vietnam,Asia South East,Tier 4 - General Student,Bachelors,4
2021,2021 Q1,Vietnam,Asia South East,Tier 4 - General Student,Masters,4
2021,2021 Q1,Yemen,Middle East,Student,Bachelors,1
2021,2021 Q1,Yemen,Middle East,Student,Masters,2
2021,2021 Q1,Yemen,Middle East,Tier 4 - General Student,Bachelors,1
2021,2021 Q1,Zambia,Africa Sub-Saharan,Student,Bachelors,9
2021,2021 Q1,Zambia,Africa Sub-Saharan,Student,Below Bachelors,4
2021,2021 Q1,Zambia,Africa Sub-Saharan,Student,Doctoral,8
2021,2021 Q1,Zambia,Africa Sub-Saharan,Student,Masters,11
2021,2021 Q1,Zimbabwe,Africa Sub-Saharan,Student,Bachelors,32
2021,2021 Q1,Zimbabwe,Africa Sub-Saharan,Student,Below Bachelors,13
2021,2021 Q1,Zimbabwe,Africa Sub-Saharan,Student,Doctoral,1
2021,2021 Q1,Zimbabwe,Africa Sub-Saharan,Student,Masters,28
2021,2021 Q2,Afghanistan,Asia Central,Student,Below Bachelors,5
2021,2021 Q2,Afghanistan,Asia Central,Student,Doctoral,3
2021,2021 Q2,Afghanistan,Asia Central,Student,Masters,14
2021,2021 Q2,Albania,Europe Other,Student,Bachelors,1
2021,2021 Q2,Albania,Europe Other,Student,Below Bachelors,5
2021,2021 Q2,Albania,Europe Other,Student,Doctoral,1
2021,2021 Q2,Albania,Europe Other,Student,Masters,17
2021,2021 Q2,Albania,Europe Other,Student,Pre-sessional English,4
2021,2021 Q2,Algeria,Africa North,Student,Bachelors,7
2021,2021 Q2,Algeria,Africa North,Student,Below Bachelors,11
2021,2021 Q2,Algeria,Africa North,Student,Masters,12
2021,2021 Q2,Algeria,Africa North,Student,Pre-sessional English,2
2021,2021 Q2,Angola,Africa Sub-Saharan,Student,Bachelors,3
2021,2021 Q2,Angola,Africa Sub-Saharan,Student,Below Bachelors,1
2021,2021 Q2,Angola,Africa Sub-Saharan,Student,Doctoral,1
2021,2021 Q2,Angola,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q2,Angola,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2021,2021 Q2,Antigua and Barbuda,America Central and South,Student,Masters,1
2021,2021 Q2,Argentina,America Central and South,Student,Bachelors,1
2021,2021 Q2,Argentina,America Central and South,Student,Doctoral,1
2021,2021 Q2,Argentina,America Central and South,Student,Masters,7
2021,2021 Q2,Armenia,Europe Other,Student,Masters,1
2021,2021 Q2,Australia,Oceania,Student,Bachelors,12
2021,2021 Q2,Australia,Oceania,Student,Below Bachelors,1
2021,2021 Q2,Australia,Oceania,Student,Doctoral,5
2021,2021 Q2,Australia,Oceania,Student,Masters,64
2021,2021 Q2,Australia,Oceania,Tier 4 - General Student,Bachelors,2
2021,2021 Q2,Australia,Oceania,Tier 4 - General Student,Masters,1
2021,2021 Q2,Austria,EU 14,Student,Bachelors,3
2021,2021 Q2,Austria,EU 14,Student,Below Bachelors,1
2021,2021 Q2,Austria,EU 14,Student,Doctoral,6
2021,2021 Q2,Austria,EU 14,Student,Masters,9
2021,2021 Q2,Azerbaijan,Europe Other,Student,Bachelors,2
2021,2021 Q2,Azerbaijan,Europe Other,Student,Masters,4
2021,2021 Q2,"Bahamas, The",America Central and South,Student,Bachelors,1
2021,2021 Q2,"Bahamas, The",America Central and South,Student,Masters,1
2021,2021 Q2,Bahrain,Middle East,Student,Doctoral,2
2021,2021 Q2,Bahrain,Middle East,Student,Masters,7
2021,2021 Q2,Bahrain,Middle East,Student,Pre-sessional English,2
2021,2021 Q2,Bangladesh,Asia South,Student,Bachelors,86
2021,2021 Q2,Bangladesh,Asia South,Student,Below Bachelors,114
2021,2021 Q2,Bangladesh,Asia South,Student,Doctoral,17
2021,2021 Q2,Bangladesh,Asia South,Student,Masters,250
2021,2021 Q2,Bangladesh,Asia South,Student,Pre-sessional English,5
2021,2021 Q2,Bangladesh,Asia South,Tier 4 - General Student,Bachelors,1
2021,2021 Q2,Bangladesh,Asia South,Tier 4 - General Student,Masters,3
2021,2021 Q2,Barbados,America Central and South,Student,Bachelors,1
2021,2021 Q2,Barbados,America Central and South,Student,Masters,7
2021,2021 Q2,Belarus,Europe Other,Student,Below Bachelors,1
2021,2021 Q2,Belgium,EU 14,Student,Bachelors,1
2021,2021 Q2,Belgium,EU 14,Student,Below Bachelors,1
2021,2021 Q2,Belgium,EU 14,Student,Masters,3
2021,2021 Q2,Belize,America Central and South,Student,Masters,1
2021,2021 Q2,Bhutan,Asia South,Student,Below Bachelors,1
2021,2021 Q2,Bolivia,America Central and South,Student,Masters,5
2021,2021 Q2,Botswana,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q2,Botswana,Africa Sub-Saharan,Student,Below Bachelors,1
2021,2021 Q2,Botswana,Africa Sub-Saharan,Student,Doctoral,2
2021,2021 Q2,Botswana,Africa Sub-Saharan,Student,Masters,5
2021,2021 Q2,Botswana,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2021,2021 Q2,Brazil,America Central and South,Student,Bachelors,4
2021,2021 Q2,Brazil,America Central and South,Student,Below Bachelors,4
2021,2021 Q2,Brazil,America Central and South,Student,Doctoral,5
2021,2021 Q2,Brazil,America Central and South,Student,Masters,37
2021,2021 Q2,Brunei,Asia South East,Student,Below Bachelors,6
2021,2021 Q2,Brunei,Asia South East,Student,Doctoral,2
2021,2021 Q2,Brunei,Asia South East,Student,Masters,1
2021,2021 Q2,Brunei,Asia South East,Tier 4 - General Student,Bachelors,1
2021,2021 Q2,Brunei,Asia South East,Tier 4 - General Student,Masters,1
2021,2021 Q2,Bulgaria,EU 2,Student,Bachelors,1
2021,2021 Q2,Bulgaria,EU 2,Student,Masters,1
2021,2021 Q2,Burkina Faso,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q2,Cambodia,Asia South East,Student,Bachelors,4
2021,2021 Q2,Cambodia,Asia South East,Student,Below Bachelors,5
2021,2021 Q2,Cambodia,Asia South East,Student,Masters,10
2021,2021 Q2,Cambodia,Asia South East,Tier 4 - General Student,Bachelors,2
2021,2021 Q2,Cameroon,Africa Sub-Saharan,Student,Bachelors,6
2021,2021 Q2,Cameroon,Africa Sub-Saharan,Student,Below Bachelors,5
2021,2021 Q2,Cameroon,Africa Sub-Saharan,Student,Doctoral,2
2021,2021 Q2,Cameroon,Africa Sub-Saharan,Student,Masters,13
2021,2021 Q2,Canada,America North,Student,Bachelors,52
2021,2021 Q2,Canada,America North,Student,Below Bachelors,8
2021,2021 Q2,Canada,America North,Student,Doctoral,13
2021,2021 Q2,Canada,America North,Student,Masters,231
2021,2021 Q2,Chile,America Central and South,Student,Bachelors,1
2021,2021 Q2,Chile,America Central and South,Student,Below Bachelors,2
2021,2021 Q2,Chile,America Central and South,Student,Doctoral,6
2021,2021 Q2,Chile,America Central and South,Student,Masters,31
2021,2021 Q2,Chile,America Central and South,Student,Pre-sessional English,1
2021,2021 Q2,China,Asia East,Student,Bachelors,638
2021,2021 Q2,China,Asia East,Student,Below Bachelors,116
2021,2021 Q2,China,Asia East,Student,Doctoral,321
2021,2021 Q2,China,Asia East,Student,Masters,"4,358"
2021,2021 Q2,China,Asia East,Student,Pre-sessional English,"1,045"
2021,2021 Q2,China,Asia East,Tier 4 - General Student,Bachelors,260
2021,2021 Q2,China,Asia East,Tier 4 - General Student,Below Bachelors,4
2021,2021 Q2,China,Asia East,Tier 4 - General Student,Doctoral,36
2021,2021 Q2,China,Asia East,Tier 4 - General Student,Masters,659
2021,2021 Q2,China,Asia East,Tier 4 - General Student,Pre-sessional English,1
2021,2021 Q2,Colombia,America Central and South,Student,Bachelors,1
2021,2021 Q2,Colombia,America Central and South,Student,Below Bachelors,3
2021,2021 Q2,Colombia,America Central and South,Student,Doctoral,2
2021,2021 Q2,Colombia,America Central and South,Student,Masters,29
2021,2021 Q2,Colombia,America Central and South,Student,Pre-sessional English,1
2021,2021 Q2,Congo,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Student,Bachelors,3
2021,2021 Q2,Congo (Democratic Republic),Africa Sub-Saharan,Student,Below Bachelors,1
2021,2021 Q2,Costa Rica,America Central and South,Student,Below Bachelors,1
2021,2021 Q2,Costa Rica,America Central and South,Student,Masters,2
2021,2021 Q2,Croatia,EU Other,Student,Masters,1
2021,2021 Q2,Cuba,America Central and South,Student,Masters,1
2021,2021 Q2,Cyprus,EU Other,Student,Bachelors,9
2021,2021 Q2,Cyprus,EU Other,Student,Doctoral,2
2021,2021 Q2,Cyprus,EU Other,Student,Masters,6
2021,2021 Q2,Czechia,EU 8,Student,Bachelors,1
2021,2021 Q2,Czechia,EU 8,Student,Masters,2
2021,2021 Q2,Denmark,EU 14,Student,Bachelors,5
2021,2021 Q2,Denmark,EU 14,Student,Masters,8
2021,2021 Q2,Dominica,America Central and South,Student,Bachelors,1
2021,2021 Q2,Dominica,America Central and South,Student,Below Bachelors,1
2021,2021 Q2,Dominican Republic,America Central and South,Student,Bachelors,1
2021,2021 Q2,Dominican Republic,America Central and South,Student,Masters,1
2021,2021 Q2,Ecuador,America Central and South,Student,Below Bachelors,1
2021,2021 Q2,Ecuador,America Central and South,Student,Doctoral,1
2021,2021 Q2,Ecuador,America Central and South,Student,Masters,11
2021,2021 Q2,Egypt,Africa North,Student,Bachelors,7
2021,2021 Q2,Egypt,Africa North,Student,Below Bachelors,5
2021,2021 Q2,Egypt,Africa North,Student,Doctoral,2
2021,2021 Q2,Egypt,Africa North,Student,Masters,12
2021,2021 Q2,Egypt,Africa North,Tier 4 - General Student,Masters,1
2021,2021 Q2,Eritrea,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q2,Estonia,EU 8,Student,Bachelors,1
2021,2021 Q2,Estonia,EU 8,Student,Below Bachelors,1
2021,2021 Q2,Estonia,EU 8,Student,Doctoral,1
2021,2021 Q2,Estonia,EU 8,Student,Masters,2
2021,2021 Q2,Ethiopia,Africa Sub-Saharan,Student,Below Bachelors,1
2021,2021 Q2,Ethiopia,Africa Sub-Saharan,Student,Doctoral,1
2021,2021 Q2,Ethiopia,Africa Sub-Saharan,Student,Masters,3
2021,2021 Q2,Finland,EU 14,Student,Bachelors,5
2021,2021 Q2,Finland,EU 14,Student,Masters,4
2021,2021 Q2,France,EU 14,Student,Bachelors,55
2021,2021 Q2,France,EU 14,Student,Below Bachelors,1
2021,2021 Q2,France,EU 14,Student,Doctoral,17
2021,2021 Q2,France,EU 14,Student,Masters,101
2021,2021 Q2,"Gambia, The",Africa Sub-Saharan,Student,Bachelors,2
2021,2021 Q2,"Gambia, The",Africa Sub-Saharan,Student,Below Bachelors,1
2021,2021 Q2,"Gambia, The",Africa Sub-Saharan,Student,Masters,1
2021,2021 Q2,Georgia,Europe Other,Student,Bachelors,3
2021,2021 Q2,Georgia,Europe Other,Student,Below Bachelors,1
2021,2021 Q2,Georgia,Europe Other,Student,Masters,3
2021,2021 Q2,Germany,EU 14,Student,Bachelors,36
2021,2021 Q2,Germany,EU 14,Student,Below Bachelors,4
2021,2021 Q2,Germany,EU 14,Student,Doctoral,30
2021,2021 Q2,Germany,EU 14,Student,Masters,110
2021,2021 Q2,Ghana,Africa Sub-Saharan,Student,Bachelors,11
2021,2021 Q2,Ghana,Africa Sub-Saharan,Student,Below Bachelors,2
2021,2021 Q2,Ghana,Africa Sub-Saharan,Student,Doctoral,18
2021,2021 Q2,Ghana,Africa Sub-Saharan,Student,Masters,78
2021,2021 Q2,Greece,EU 14,Student,Bachelors,3
2021,2021 Q2,Greece,EU 14,Student,Below Bachelors,1
2021,2021 Q2,Greece,EU 14,Student,Doctoral,9
2021,2021 Q2,Greece,EU 14,Student,Masters,27
2021,2021 Q2,Grenada,America Central and South,Student,Bachelors,1
2021,2021 Q2,Grenada,America Central and South,Student,Below Bachelors,1
2021,2021 Q2,Grenada,America Central and South,Student,Masters,5
2021,2021 Q2,Guatemala,America Central and South,Student,Below Bachelors,1
2021,2021 Q2,Guatemala,America Central and South,Student,Masters,1
2021,2021 Q2,Guyana,America Central and South,Student,Masters,1
2021,2021 Q2,Hong Kong,Asia East,Student,Bachelors,35
2021,2021 Q2,Hong Kong,Asia East,Student,Below Bachelors,18
2021,2021 Q2,Hong Kong,Asia East,Student,Doctoral,3
2021,2021 Q2,Hong Kong,Asia East,Student,Masters,60
2021,2021 Q2,Hong Kong,Asia East,Student,Pre-sessional English,2
2021,2021 Q2,Hong Kong,Asia East,Tier 4 - General Student,Masters,4
2021,2021 Q2,Hungary,EU 8,Student,Bachelors,2
2021,2021 Q2,Hungary,EU 8,Student,Below Bachelors,1
2021,2021 Q2,Hungary,EU 8,Student,Masters,3
2021,2021 Q2,Iceland,Europe Other,Student,Bachelors,3
2021,2021 Q2,Iceland,Europe Other,Student,Doctoral,1
2021,2021 Q2,Iceland,Europe Other,Student,Masters,2
2021,2021 Q2,India,Asia South,Student,Bachelors,470
2021,2021 Q2,India,Asia South,Student,Below Bachelors,48
2021,2021 Q2,India,Asia South,Student,Doctoral,41
2021,2021 Q2,India,Asia South,Student,Masters,"3,527"
2021,2021 Q2,India,Asia South,Student,Pre-sessional English,2
2021,2021 Q2,India,Asia South,Tier 4 - General Student,Bachelors,15
2021,2021 Q2,India,Asia South,Tier 4 - General Student,Masters,24
2021,2021 Q2,Indonesia,Asia South East,Student,Bachelors,24
2021,2021 Q2,Indonesia,Asia South East,Student,Below Bachelors,6
2021,2021 Q2,Indonesia,Asia South East,Student,Doctoral,17
2021,2021 Q2,Indonesia,Asia South East,Student,Masters,55
2021,2021 Q2,Indonesia,Asia South East,Tier 4 - General Student,Bachelors,3
2021,2021 Q2,Indonesia,Asia South East,Tier 4 - General Student,Masters,3
2021,2021 Q2,Iran,Middle East,Student,Bachelors,2
2021,2021 Q2,Iran,Middle East,Student,Below Bachelors,3
2021,2021 Q2,Iran,Middle East,Student,Doctoral,20
2021,2021 Q2,Iran,Middle East,Student,Masters,39
2021,2021 Q2,Iraq,Middle East,Student,Bachelors,1
2021,2021 Q2,Iraq,Middle East,Student,Below Bachelors,2
2021,2021 Q2,Iraq,Middle East,Student,Doctoral,7
2021,2021 Q2,Iraq,Middle East,Student,Masters,4
2021,2021 Q2,Iraq,Middle East,Student,Pre-sessional English,1
2021,2021 Q2,Iraq,Middle East,Tier 4 - General Student,Masters,1
2021,2021 Q2,Israel,Middle East,Student,Bachelors,2
2021,2021 Q2,Israel,Middle East,Student,Below Bachelors,1
2021,2021 Q2,Israel,Middle East,Student,Doctoral,2
2021,2021 Q2,Israel,Middle East,Student,Masters,11
2021,2021 Q2,Italy,EU 14,Student,Bachelors,29
2021,2021 Q2,Italy,EU 14,Student,Below Bachelors,5
2021,2021 Q2,Italy,EU 14,Student,Doctoral,27
2021,2021 Q2,Italy,EU 14,Student,Masters,49
2021,2021 Q2,Ivory Coast,Africa Sub-Saharan,Student,Bachelors,1
2021,2021 Q2,Ivory Coast,Africa Sub-Saharan,Student,Doctoral,1
2021,2021 Q2,Ivory Coast,Africa Sub-Saharan,Student,Masters,1
2021,2021 Q2,Jamaica,America Central and South,Student,Bachelors,4
2021,2021 Q2,Jamaica,America Central and South,Student,Doctoral,1
2021,2021 Q2,Jamaica,America Central and South,Student,Masters,3
2021,2021 Q2,Japan,Asia East,Student,Bachelors,21
2021,2021 Q2,Japan,Asia East,Student,Below Bachelors,18
2021,2021 Q2,Japan,Asia East,Student,Doctoral,5
2021,2021 Q2,Japan,Asia East,Student,Masters,120
2021,2021 Q2,Japan,Asia East,Student,Pre-sessional English,20
2021,2021 Q2,Japan,Asia East,Tier 4 - General Student,Bachelors,5
2021,2021 Q2,Japan,Asia East,Tier 4 - General Student,Masters,1
2021,2021 Q2,Jordan,Middle East,Student,Bachelors,5
2021,2021 Q2,Jordan,Middle East,Student,Below Bachelors,3
2021,2021 Q2,Jordan,Middle East,Student,Doctoral,5
2021,2021 Q2,Jordan,Middle East,Student,Masters,15
2021,2021 Q2,Jordan,Middle East,Student,Pre-sessional English,1
2021,2021 Q2,Kazakhstan,Asia Central,Student,Bachelors,4
2021,2021 Q2,Kazakhstan,Asia Central,Student,Below Bachelors,5
2021,2021 Q2,Kazakhstan,Asia Central,Student,Doctoral,3
2021,2021 Q2,Kazakhstan,Asia Central,Student,Masters,13
2021,2021 Q2,Kazakhstan,Asia Central,Student,Pre-sessional English,2
2021,2021 Q2,Kazakhstan,Asia Central,Tier 4 - General Student,Bachelors,3
2021,2021 Q2,Kazakhstan,Asia Central,Tier 4 - General Student,Masters,1
2021,2021 Q2,Kenya,Africa Sub-Saharan,Student,Bachelors,12
2021,2021 Q2,Kenya,Africa Sub-Saharan,Student,Below Bachelors,5
2021,2021 Q2,Kenya,Africa Sub-Saharan,Student,Doctoral,8
2021,2021 Q2,Kenya,Africa Sub-Saharan,Student,Masters,19
